group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
proof 10k,,100000,,,1049762458.0,ns,1
proof 10k,,100000,,,1046952916.0,ns,1
proof 10k,,100000,,,1052332333.0,ns,1
proof 10k,,100000,,,1054537083.0,ns,1
proof 10k,,100000,,,1051917916.0,ns,1
proof 10k,,100000,,,1054740250.0,ns,1
proof 10k,,100000,,,1052201291.0,ns,1
proof 10k,,100000,,,1050743708.0,ns,1
proof 10k,,100000,,,1048291125.0,ns,1
proof 10k,,100000,,,1051214875.0,ns,1
