group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
proof 10k,,0,,,1068436666.0,ns,1
proof 10k,,0,,,1073456583.0,ns,1
proof 10k,,0,,,1065692833.0,ns,1
proof 10k,,0,,,1061103625.0,ns,1
proof 10k,,0,,,1051354875.0,ns,1
proof 10k,,0,,,1052225500.0,ns,1
proof 10k,,0,,,1069239666.0,ns,1
proof 10k,,0,,,1065635625.0,ns,1
proof 10k,,0,,,1076144250.0,ns,1
proof 10k,,0,,,1059394000.0,ns,1
