group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
proof 10k,,900000,,,1049118541.0,ns,1
proof 10k,,900000,,,1049941083.0,ns,1
proof 10k,,900000,,,1041606791.0,ns,1
proof 10k,,900000,,,1040922625.0,ns,1
proof 10k,,900000,,,1043692291.0,ns,1
proof 10k,,900000,,,1037138791.0,ns,1
proof 10k,,900000,,,1034753208.0,ns,1
proof 10k,,900000,,,1036889291.0,ns,1
proof 10k,,900000,,,1044959625.0,ns,1
proof 10k,,900000,,,1043197250.0,ns,1
