group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
insert 10k,,300000,,,6655759666.0,ns,1
insert 10k,,300000,,,6664765375.0,ns,1
insert 10k,,300000,,,6667965458.0,ns,1
insert 10k,,300000,,,6662634708.0,ns,1
insert 10k,,300000,,,6658864750.0,ns,1
insert 10k,,300000,,,6660845958.0,ns,1
insert 10k,,300000,,,6660781500.0,ns,1
insert 10k,,300000,,,6659070333.0,ns,1
insert 10k,,300000,,,6656580833.0,ns,1
insert 10k,,300000,,,6656730583.0,ns,1
