group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
insert 10k,,200000,,,6712160041.0,ns,1
insert 10k,,200000,,,6705502208.0,ns,1
insert 10k,,200000,,,6708598791.0,ns,1
insert 10k,,200000,,,6704742666.0,ns,1
insert 10k,,200000,,,6704321500.0,ns,1
insert 10k,,200000,,,6705410916.0,ns,1
insert 10k,,200000,,,6707697208.0,ns,1
insert 10k,,200000,,,6709377041.0,ns,1
insert 10k,,200000,,,6708703583.0,ns,1
insert 10k,,200000,,,6708781708.0,ns,1
