group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
proof 10k,,1100000,,,1042830833.0,ns,1
proof 10k,,1100000,,,1042669250.0,ns,1
proof 10k,,1100000,,,1037914750.0,ns,1
proof 10k,,1100000,,,1037684958.0,ns,1
proof 10k,,1100000,,,1042062125.0,ns,1
proof 10k,,1100000,,,1041900833.0,ns,1
proof 10k,,1100000,,,1043858125.0,ns,1
proof 10k,,1100000,,,1041790083.0,ns,1
proof 10k,,1100000,,,1037719958.0,ns,1
proof 10k,,1100000,,,1038588500.0,ns,1
